3927585048,0.11,0.22,0.96,116641        
3927705933,0.11,0.21,0.96,116654        
3927827954,0.11,0.22,0.96,116416        
3927944049,0.11,0.22,0.96,116489        
3928063125,0.11,0.21,0.96,116509        
3928184044,0.11,0.21,0.96,116532        
3928362249,0.11,0.21,0.96,116355        
3928482247,0.11,0.21,0.96,116370        
3928602232,0.11,0.21,0.96,116415        
3928722246,0.11,0.21,0.96,116432        
3928841184,0.11,0.21,0.96,116441        
3928962289,0.11,0.22,0.96,116255        
3929142523,0.11,0.21,0.96,116322        
3929261039,0.11,0.21,0.96,116346        
3929384553,0.11,0.21,0.96,116361        
3929500567,0.11,0.21,0.96,116367        
3929619046,0.11,0.21,0.96,116164        
3929739098,0.11,0.21,0.96,116260        
3929860024,0.11,0.21,0.96,116265        
3929979094,0.11,0.21,0.96,116291        
3930098046,0.11,0.21,0.95,116293        
3930218150,0.11,0.21,0.96,116086        
3930338092,0.11,0.21,0.96,116174        
3930517114,0.11,0.21,0.96,116201        
3930637043,0.11,0.21,0.96,116209        
3930757037,0.11,0.21,0.96,115998        
3930879196,0.11,0.21,0.96,116054        
3930998146,0.11,0.21,0.96,116094        
3931118146,0.11,0.21,0.96,116114        
3931236038,0.11,0.21,0.96,116138        
3931355192,0.11,0.21,0.96,115906        
3931476195,0.11,0.21,0.96,115963        
3931595084,0.11,0.21,0.96,115999        
3931714142,0.11,0.21,0.96,116034        
3931894084,0.12,0.21,0.96,116047        
3932013500,0.11,0.21,0.96,115849        
3932194020,0.11,0.21,0.96,115919        
3932314016,0.11,0.22,0.96,115952        
3932433081,0.11,0.21,0.96,115977        
3932613051,0.11,0.21,0.95,115760        
3932732028,0.11,0.21,0.96,115859        
3932854944,0.12,0.21,0.96,115877        
3932971100,0.12,0.20,0.96,115905        
3933091045,0.11,0.21,0.95,115904        
3933271026,0.11,0.20,0.96,115725        
3933391004,0.12,0.21,0.96,115824        
3933513172,0.12,0.20,0.96,115834        
3933630074,0.11,0.21,0.96,115841        
3933751044,0.11,0.21,0.96,115784        
3933869019,0.11,0.21,0.96,115681        
3933989074,0.12,0.21,0.96,115755        
3934109074,0.11,0.21,0.96,115776        
3934289007,0.12,0.21,0.96,115801        
3934410932,0.11,0.21,0.95,115583        
3934528072,0.11,0.21,0.96,115648        
3934647050,0.11,0.21,0.96,115664        
3934767016,0.12,0.21,0.96,115705        
3934889934,0.11,0.21,0.96,115571        
3935010120,0.11,0.21,0.96,115518        
3935126087,0.11,0.21,0.96,115573        
3935246044,0.11,0.21,0.96,115593        
3935366013,0.11,0.21,0.96,115635        
3935548161,0.11,0.21,0.96,115428        
3935665084,0.11,0.21,0.96,115499        
3935785042,0.11,0.21,0.96,115504        
3935905010,0.11,0.21,0.96,115557        
3936084032,0.11,0.21,0.96,115362        
3936264476,0.12,0.20,0.95,115427        
3936384469,0.11,0.21,0.97,115431        
3936563032,0.11,0.21,0.96,115497        
3936745125,0.11,0.21,0.96,115266        
3936924504,0.11,0.21,0.96,115363        
3937102029,0.11,0.21,0.96,115394        
3937282076,0.11,0.21,0.96,115442        
3937400986,0.12,0.21,0.96,115229        
3937582458,0.11,0.21,0.96,115331        
3937760966,0.11,0.21,0.96,115381        
3937941015,0.12,0.21,0.96,115181        
3938122111,0.12,0.21,0.96,115292        
3938239048,0.12,0.21,0.96,115293        
3938422113,0.11,0.22,0.96,115327        
3938598460,0.11,0.21,0.96,115151        
3938718019,0.12,0.22,0.96,115224        
3938899068,0.12,0.21,0.95,115286        
3939016994,0.11,0.22,0.96,115052        
3939137017,0.11,0.21,0.97,115116        
3939317014,0.11,0.21,0.96,115182        
3939436020,0.11,0.22,0.96,115219        
3939555991,0.12,0.21,0.96,114977        
3939676014,0.12,0.22,0.96,115050        
3939796014,0.12,0.21,0.97,115084        
3939917064,0.11,0.21,0.96,115160        
3940035016,0.11,0.21,0.96,114932        
3940155015,0.12,0.21,0.96,115013        
3940274007,0.12,0.21,0.96,115068        
3940397094,0.11,0.22,0.95,115111        
3940517094,0.11,0.22,0.95,114934        
3940693009,0.11,0.21,0.96,114981        
3940813005,0.11,0.22,0.96,115032        
3940933012,0.11,0.21,0.96,115072        
3941053012,0.12,0.22,0.96,114867        
3941172007,0.11,0.21,0.96,114944        
3941292005,0.11,0.22,0.96,115013        
3941412056,0.12,0.22,0.96,115036        
3941531991,0.11,0.22,0.96,114851        
3941651005,0.11,0.22,0.96,114929        
3941831002,0.11,0.22,0.96,115000        
3941953097,0.11,0.21,0.96,114911        
3942070006,0.11,0.22,0.96,114872        
3942190004,0.11,0.22,0.96,114940        
3942310001,0.11,0.22,0.96,114984        
3942492094,0.11,0.22,0.96,114840        
3942609003,0.11,0.21,0.95,114908        
3942792089,0.11,0.22,0.96,114983        
3942911077,0.11,0.22,0.96,115023        
3943028001,0.11,0.22,0.96,114854        
3943148001,0.11,0.22,0.96,114923        
3943270086,0.11,0.22,0.96,114964        
3943386990,0.11,0.22,0.96,114999        
3943507932,0.11,0.22,0.96,114998        
3943626999,0.11,0.22,0.96,114853        
3943745995,0.11,0.21,0.96,114937        
3943925988,0.11,0.22,0.96,114977        
3944049071,0.11,0.22,0.96,114988        
3944168083,0.11,0.22,0.96,114833        
3944284992,0.11,0.22,0.96,114902        
3944404988,0.11,0.22,0.96,114944        
3944523975,0.12,0.22,0.96,114959        
3944643993,0.11,0.22,0.96,114976        
3944763991,0.11,0.21,0.96,114899        
3944884445,0.11,0.22,0.96,114874        
3945062914,0.11,0.21,0.95,114931        
3945182991,0.11,0.22,0.96,114941        
3945303908,0.11,0.22,0.96,114939        
3945422953,0.11,0.21,0.96,114801        
3945541912,0.11,0.22,0.96,114886        
3945661967,0.11,0.22,0.96,114896        
3945784435,0.11,0.21,0.96,114898        
3945900979,0.11,0.22,0.96,114906        
3946023441,0.11,0.22,0.96,114768        
3946140967,0.11,0.21,0.96,114843        
3946319990,0.11,0.22,0.96,114864        
3946499973,0.11,0.21,0.96,114862        
3946619968,0.11,0.22,0.96,114725        
3946799412,0.11,0.21,0.96,114819        
3946918976,0.11,0.22,0.96,114820        
3947097961,0.11,0.22,0.96,114839        
3947217955,0.12,0.22,0.96,114687        
3947337978,0.11,0.22,0.96,114757        
3947457974,0.11,0.21,0.96,114788        
3947576961,0.11,0.22,0.96,114795        
3947696955,0.11,0.21,0.95,114794        
3947816950,0.11,0.22,0.95,114626        
3947935967,0.11,0.21,0.96,114706        
3948055961,0.11,0.22,0.96,114729        
3948175956,0.11,0.21,0.96,114754        
3948355886,0.11,0.21,0.96,114774        
3948474965,0.11,0.21,0.96,114603        
3948594959,0.11,0.21,0.96,114693        
3948714953,0.11,0.22,0.95,114712        
3948833971,0.11,0.22,0.95,114730        
3948953932,0.11,0.21,0.96,114739        
3949136401,0.11,0.21,0.96,114598        
3949252943,0.11,0.21,0.96,114671        
3949372877,0.12,0.22,0.95,114686        
3949492962,0.11,0.21,0.95,114696        
3949615888,0.11,0.22,0.96,114703        
3949733015,0.11,0.25,0.95,114566        
