41502654,-0.04,0.96,-0.05,109903        
41741694,-0.04,0.96,-0.05,108650        
41921657,-0.04,0.96,-0.04,108377        
42102621,-0.04,0.96,-0.05,110579        
42281698,-0.04,0.96,-0.05,114183        
42520652,-0.03,0.96,-0.04,115550        
42700643,-0.04,0.96,-0.04,116742        
42940690,-0.03,0.92,0.00,116532         
43179644,-0.04,0.96,-0.04,117259        
43359635,-0.04,0.96,-0.04,116944        
43599966,-0.04,0.96,-0.04,117341        
43779645,-0.04,0.97,-0.05,116710        
43958629,-0.05,0.96,-0.03,116017        
44138678,-0.03,0.95,-0.03,116536        
44318643,-0.05,0.96,-0.05,116356        
44498634,-0.04,0.96,-0.05,114035        
44737673,-0.04,0.96,-0.05,115806        
44917637,-0.04,0.96,-0.05,113934        
45097628,-0.04,0.96,-0.04,110797        
45277620,-0.02,0.96,-0.04,105565        
45456662,-0.32,0.92,0.11,99760          
45636625,-0.04,0.96,-0.04,99790         
45816617,-0.04,0.96,-0.04,101340        
45996666,-0.04,0.94,-0.00,105276        
46235620,-0.02,0.95,0.01,108094         
46415611,-0.05,0.98,-0.06,105088        
46595660,-0.05,0.96,-0.04,100681        
46895618,-0.01,0.96,-0.00,97368         
47074660,-0.01,0.93,-0.03,94552         
47254263,-0.04,0.96,-0.03,93338         
47494613,-0.05,0.96,-0.05,92000         
47853646,-0.04,0.96,-0.04,99448         
48033611,-0.04,0.96,-0.05,105297        
48333596,-0.02,0.96,-0.03,113019        
48513645,-0.08,0.93,-0.04,117496        
48692602,-0.05,0.96,-0.05,115847        
48872593,-0.00,0.94,-0.05,115021        
49052643,-0.08,0.92,-0.08,115715        
49232634,-0.05,0.96,-0.09,116476        
49411591,-0.04,0.96,-0.10,116479        
49591641,-0.04,0.96,-0.08,116767        
49771632,-0.04,0.96,-0.06,116792        
49951596,-0.04,0.96,-0.05,116798        
50131587,-0.04,0.96,-0.04,116737        
50310668,-0.03,0.96,-0.04,116727        
50490675,-0.03,0.96,-0.04,116721        
50670667,-0.03,0.96,-0.03,116721        
50850657,-0.04,0.96,-0.04,116717        
51030658,-0.04,0.96,-0.04,116724        
51209654,-0.03,0.96,-0.03,116692        
51389622,-0.04,0.96,-0.04,116645        
51569646,-0.09,0.91,-0.20,116703        
51752825,-0.36,0.90,-0.11,116687        
51932821,-0.59,0.74,-0.19,116655        
52111858,-0.86,0.40,-0.27,116572        
52288609,-0.96,0.12,-0.21,117153        
52471812,-1.12,-0.12,-0.05,116301       
52652650,-1.05,0.12,0.29,113467         
52831854,-0.72,0.20,0.87,111853         
53007571,-0.60,0.08,0.86,111287         
53190638,-0.52,0.24,0.88,112933         
53370847,-0.11,0.20,0.78,112994         
53549831,-0.51,0.20,0.89,111728         
53730807,-0.50,0.23,0.86,109120         
53906610,-0.53,0.21,0.77,107033         
54089842,-0.52,0.17,0.82,106458         
54270715,-0.63,0.19,0.79,106323         
54448741,-0.68,0.12,0.82,107702         
54625599,-0.67,0.29,0.73,107936         
54809702,-0.57,0.29,0.67,107584         
54985553,-0.63,0.43,0.65,107897         
55224593,-0.63,0.52,0.55,109054         
55468649,-0.63,0.59,0.46,109468         
55707467,-0.63,0.62,0.40,109355         
55887682,-0.64,0.58,0.40,109405         
56066637,-0.69,0.57,0.39,110471         
56246465,-0.73,0.48,0.43,111718         
56426679,-0.80,0.36,0.46,112818         
56606671,-0.79,0.36,0.45,113018         
56782537,-0.79,0.37,0.46,112934         
56962586,-0.78,0.38,0.46,112874         
57142578,-0.75,0.40,0.45,112743         
57325630,-0.73,0.46,0.44,112634         
57502532,-0.72,0.54,0.41,111668         
57681575,-0.65,0.59,0.42,110544         
57861538,-0.64,0.60,0.40,110203         
58041530,-0.65,0.61,0.40,110314         
58221521,-0.65,0.60,0.41,110321         
58404631,-0.65,0.60,0.41,110374         
58580527,-0.64,0.61,0.40,110389         
58760518,-0.63,0.61,0.40,110250         
58943659,-0.61,0.66,0.35,110027         
59120559,-0.58,0.72,0.32,109677         
59302441,-0.60,0.68,0.33,110155         
59479565,-0.62,0.66,0.37,110412         
59662647,-0.61,0.67,0.35,110439         
59842609,-0.71,0.58,0.36,111014         
60018563,-0.69,0.58,0.37,111162         
60201645,-0.68,0.55,0.39,111148         
60378517,-0.68,0.60,0.37,110907         
60558509,-0.66,0.59,0.37,111040         
60800639,-0.69,0.65,0.32,111575         
60977512,-0.68,0.61,0.35,111591         
61157503,-0.67,0.62,0.34,111546         
61337553,-0.66,0.63,0.34,111225         
61516509,-0.66,0.66,0.32,110757         
61700596,-0.57,0.68,0.28,111259         
61879641,-0.44,0.61,0.19,113965         
62056541,-0.78,0.59,-0.10,114857        
62238587,-0.67,0.89,-0.21,115069        
62415489,-0.47,0.74,-0.32,114970        
62595539,-0.61,0.79,-0.26,114903        
62835499,-0.52,0.77,-0.23,114374        
63077629,-0.51,0.82,-0.24,114212        
63257621,-0.55,0.79,-0.21,114188        
63497580,-0.55,0.76,-0.20,114647        
63733530,-0.63,0.77,-0.13,115049        
63913522,-0.51,0.72,-0.12,115125        
64097580,-0.52,0.81,-0.19,115009        
64276402,-0.57,0.85,-0.18,114963        
64452519,-0.54,0.74,-0.13,115283        
