3514603344,-0.02,0.93,-0.24,2269        
3514723338,-0.02,0.93,-0.23,2260        
3514843698,-0.02,0.93,-0.24,2269        
3515026332,-0.02,0.92,-0.23,2266        
3515202678,-0.02,0.94,-0.24,2273        
3515323678,-0.02,0.93,-0.24,2269        
3515442677,-0.02,0.93,-0.24,2264        
3515563200,-0.02,0.93,-0.23,2267        
3515682684,-0.02,0.93,-0.23,2257        
3515863210,-0.02,0.93,-0.24,2260        
3515981674,-0.02,0.93,-0.24,2267        
3516165326,-0.02,0.93,-0.24,2274        
3516283674,-0.02,0.94,-0.24,2263        
3516403326,-0.02,0.94,-0.24,2265        
3516523185,-0.02,0.93,-0.23,2265        
3516701658,-0.02,0.93,-0.24,2265        
3516822325,-0.02,0.93,-0.24,2257        
3516943222,-0.02,0.94,-0.24,2268        
3517060285,-0.02,0.93,-0.23,2265        
3517242228,-0.02,0.93,-0.23,2262        
3517360646,-0.02,0.93,-0.23,2262        
3517481184,-0.02,0.93,-0.24,2267        
3517600648,-0.02,0.93,-0.23,2265        
3517722180,-0.02,0.93,-0.24,2262        
3517901222,-0.02,0.93,-0.24,2261        
3518019174,-0.02,0.93,-0.23,2260        
3518139314,-0.02,0.93,-0.24,2263        
3518261318,-0.02,0.93,-0.24,2263        
3518379276,-0.02,0.93,-0.23,2264        
3518501167,-0.02,0.93,-0.24,2262        
3518681215,-0.02,0.93,-0.23,2265        
3518798218,-0.02,0.92,-0.24,2267        
3518919219,-0.02,0.93,-0.23,2260        
3519039214,-0.02,0.94,-0.24,2257        
3519218171,-0.02,0.93,-0.24,2261        
3519340207,-0.02,0.93,-0.23,2260        
3519459165,-0.02,0.93,-0.23,2255        
3519578299,-0.01,0.94,-0.24,2257        
3519698206,-0.02,0.94,-0.24,2263        
3519817164,-0.02,0.93,-0.23,2270        
3519939201,-0.02,0.93,-0.24,2261        
3520058160,-0.02,0.94,-0.24,2265        
3520177293,-0.02,0.93,-0.24,2262        
3520298295,-0.01,0.93,-0.23,2263        
3520478198,-0.02,0.93,-0.23,2258        
3520598308,-0.02,0.93,-0.24,2261        
3520716203,-0.02,0.94,-0.23,2269        
3520838299,-0.02,0.93,-0.24,2268        
3520956634,-0.02,0.94,-0.23,2267        
3521078201,-0.02,0.94,-0.24,2269        
3521196628,-0.02,0.93,-0.23,2254        
3521375281,-0.02,0.93,-0.24,2267        
3521495231,-0.02,0.94,-0.24,2267        
3521615628,-0.02,0.94,-0.23,2270        
3521735627,-0.02,0.94,-0.24,2264        
3521856152,-0.02,0.93,-0.23,2260        
3521974632,-0.02,0.94,-0.24,2252        
3522095190,-0.02,0.93,-0.23,2264        
3522214295,-0.02,0.93,-0.24,2260        
3522394141,-0.02,0.93,-0.23,2259        
3522515142,-0.02,0.94,-0.24,2261        
3522637296,-0.02,0.93,-0.23,2256        
3522814623,-0.02,0.93,-0.23,2261        
3522933138,-0.02,0.92,-0.24,2266        
3523053133,-0.02,0.94,-0.24,2267        
3523174134,-0.02,0.93,-0.24,2260        
3523294273,-0.02,0.94,-0.24,2258        
3523413291,-0.02,0.94,-0.24,2263        
3523594171,-0.02,0.94,-0.24,2266        
3523713130,-0.02,0.94,-0.24,2267        
3523832596,-0.02,0.93,-0.24,2267        
3524013256,-0.02,0.96,-0.23,2265        
3524132134,-0.02,0.93,-0.24,2261        
3524252274,-0.01,0.93,-0.24,2267        
3524434134,-0.02,0.94,-0.24,2271        
3524553104,-0.02,0.93,-0.23,2272        
